# NetGPI 1.1	Timestamp: 20230505155710
ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
megahit_552163_1-477	159	Not GPI-Anchored	-	0.994	*
megahit_554843_641-2092	483	Not GPI-Anchored	-	0.994	*
megahit_558116_1839-2999	386	Not GPI-Anchored	-	0.943	*
megahit_561680_3-1442	479	Not GPI-Anchored	-	0.994	*
megahit_935536_212-1552	447	Not GPI-Anchored	-	0.993	*
megahit_561734_1-1152	384	Not GPI-Anchored	-	0.950	*
megahit_564291_6-533	175	Not GPI-Anchored	-	0.993	*
megahit_566091_60-617	186	Not GPI-Anchored	-	0.993	*
megahit_568789_36-608	190	Not GPI-Anchored	-	0.993	*
megahit_573187_1-999	332	Not GPI-Anchored	-	0.992	*
megahit_573395_2-865	288	Not GPI-Anchored	-	0.983	*
megahit_577717_2141-3319	392	Not GPI-Anchored	-	0.994	*
megahit_578583_783-2264	493	Not GPI-Anchored	-	0.979	*
megahit_581680_181-1170	329	Not GPI-Anchored	-	0.994	*
megahit_542097_23-1093	356	Not GPI-Anchored	-	0.995	*
megahit_539009_52-870	272	Not GPI-Anchored	-	0.996	*
megahit_537782_99-1376	425	Not GPI-Anchored	-	0.995	*
megahit_534925_3-1322	439	Not GPI-Anchored	-	0.994	*
megahit_512402_2-550	183	Not GPI-Anchored	-	0.988	*
megahit_513445_26-604	192	Not GPI-Anchored	-	0.981	*
megahit_513502_50-2143	697	Not GPI-Anchored	-	0.993	*
megahit_514512_1-891	297	Not GPI-Anchored	-	0.994	*
megahit_514925_3-782	260	Not GPI-Anchored	-	0.995	*
megahit_515663_33-926	297	GPI-Anchored	265	0.630	N
megahit_516498_3-872	290	Not GPI-Anchored	-	0.993	*
megahit_517554_3-1478	492	Not GPI-Anchored	-	0.986	*
megahit_519586_2-1285	428	Not GPI-Anchored	-	0.991	*
megahit_520564_3-527	175	Not GPI-Anchored	-	0.988	*
megahit_521252_3-1034	343	Not GPI-Anchored	-	0.992	*
megahit_521828_2-388	129	Not GPI-Anchored	-	0.991	*
megahit_522944_1045-1800	251	Not GPI-Anchored	-	0.993	*
megahit_524324_97-2418	773	Not GPI-Anchored	-	0.984	*
megahit_525090_1-567	189	Not GPI-Anchored	-	0.995	*
megahit_525409_486-1253	256	Not GPI-Anchored	-	0.995	*
megahit_526331_64-1617	517	Not GPI-Anchored	-	0.988	*
megahit_532284_1-816	272	Not GPI-Anchored	-	0.982	*
megahit_534660_2-1072	357	Not GPI-Anchored	-	0.994	*
megahit_581808_169-1503	444	Not GPI-Anchored	-	0.995	*
megahit_582840_867-1571	235	Not GPI-Anchored	-	0.991	*
megahit_583088_1826-3178	450	Not GPI-Anchored	-	0.995	*
megahit_911312_2-565	188	Not GPI-Anchored	-	0.995	*
megahit_911712_140-1285	381	Not GPI-Anchored	-	0.996	*
megahit_913753_140-637	166	Not GPI-Anchored	-	0.993	*
megahit_916340_2-859	286	Not GPI-Anchored	-	0.984	*
megahit_916927_29-1951	640	Not GPI-Anchored	-	0.991	*
megahit_916970_595-1227	210	Not GPI-Anchored	-	0.987	*
megahit_917008_3-1358	452	Not GPI-Anchored	-	0.994	*
megahit_917390_2-1300	433	Not GPI-Anchored	-	0.995	*
megahit_917479_236-820	194	Not GPI-Anchored	-	0.979	*
megahit_918590_2-1000	333	Not GPI-Anchored	-	0.995	*
megahit_922401_156-1706	517	Not GPI-Anchored	-	0.982	*
megahit_928096_2-1429	476	Not GPI-Anchored	-	0.994	*
megahit_928458_2-514	170	GPI-Anchored	144	0.357	A
megahit_929542_188-1357	389	Not GPI-Anchored	-	0.994	*
megahit_929542_1446-2249	267	Not GPI-Anchored	-	0.993	*
megahit_929940_1-993	331	Not GPI-Anchored	-	0.985	*
megahit_930687_27-614	195	Not GPI-Anchored	-	0.862	*
megahit_935432_2-1594	531	Not GPI-Anchored	-	0.994	*
megahit_935461_1-561	187	Not GPI-Anchored	-	0.994	*
megahit_935498_1194-1988	264	Not GPI-Anchored	-	0.804	*
megahit_911557_145-1311	388	Not GPI-Anchored	-	0.995	*
megahit_908812_3-533	177	Not GPI-Anchored	-	0.990	*
megahit_583183_2-1051	350	Not GPI-Anchored	-	0.993	*
megahit_907432_1-576	192	Not GPI-Anchored	-	0.986	*
megahit_584092_2-685	228	Not GPI-Anchored	-	0.995	*
megahit_588701_2-544	181	Not GPI-Anchored	-	0.989	*
megahit_589018_3-614	203	Not GPI-Anchored	-	0.994	*
megahit_589716_32-988	318	Not GPI-Anchored	-	0.926	*
megahit_597030_152-805	217	Not GPI-Anchored	-	0.995	*
megahit_597085_2-526	175	Not GPI-Anchored	-	0.995	*
megahit_597248_355-1875	506	Not GPI-Anchored	-	0.991	*
megahit_599290_2-2011	669	Not GPI-Anchored	-	0.994	*
megahit_603806_99-572	157	Not GPI-Anchored	-	0.995	*
megahit_604387_3-2138	711	Not GPI-Anchored	-	0.996	*
megahit_604387_2160-3662	500	Not GPI-Anchored	-	0.994	*
megahit_604822_1-558	186	Not GPI-Anchored	-	0.985	*
megahit_605061_2-1816	604	Not GPI-Anchored	-	0.994	*
megahit_605192_2-1060	352	Not GPI-Anchored	-	0.978	*
megahit_605444_78-1049	323	Not GPI-Anchored	-	0.982	*
megahit_607081_1-456	152	Not GPI-Anchored	-	0.993	*
megahit_611848_14-754	246	Not GPI-Anchored	-	0.995	*
megahit_903629_120-1769	549	Not GPI-Anchored	-	0.958	*
megahit_903761_38-1666	542	Not GPI-Anchored	-	0.993	*
megahit_1112351_117-740	207	Not GPI-Anchored	-	0.983	*
megahit_1112989_2-1198	399	Not GPI-Anchored	-	0.994	*
megahit_1114126_53-1381	442	Not GPI-Anchored	-	0.987	*
megahit_1287904_854-2314	486	Not GPI-Anchored	-	0.983	*
megahit_1275504_3-965	320	Not GPI-Anchored	-	0.991	*
megahit_1276764_324-2489	721	Not GPI-Anchored	-	0.994	*
megahit_1276782_1-885	295	Not GPI-Anchored	-	0.990	*
megahit_1277497_25-984	319	Not GPI-Anchored	-	0.995	*
megahit_1277618_672-1661	330	Not GPI-Anchored	-	0.994	*
megahit_1278461_49-1884	611	Not GPI-Anchored	-	0.985	*
megahit_1279848_2-853	283	Not GPI-Anchored	-	0.993	*
megahit_1283840_73-1428	451	Not GPI-Anchored	-	0.993	*
megahit_1285368_224-1837	538	Not GPI-Anchored	-	0.990	*
megahit_1288465_76-1383	436	Not GPI-Anchored	-	0.851	*
megahit_1114127_53-1381	442	Not GPI-Anchored	-	0.987	*
megahit_1292048_50-2005	651	Not GPI-Anchored	-	0.993	*
megahit_1294406_1674-3020	448	Not GPI-Anchored	-	0.993	*
megahit_1294407_1674-3020	448	Not GPI-Anchored	-	0.993	*
megahit_1295366_1-1296	432	Not GPI-Anchored	-	0.983	*
megahit_1295692_3-839	279	Not GPI-Anchored	-	0.986	*
megahit_1295770_6-761	251	Not GPI-Anchored	-	0.993	*
megahit_1295859_46-651	202	Not GPI-Anchored	-	0.988	*
megahit_1296030_67-855	262	Not GPI-Anchored	-	0.882	*
megahit_1301058_405-1442	345	Not GPI-Anchored	-	0.993	*
megahit_1273827_32-1624	530	Not GPI-Anchored	-	0.996	*
megahit_1273826_697-2289	530	Not GPI-Anchored	-	0.996	*
megahit_1273826_1-480	160	Not GPI-Anchored	-	0.994	*
megahit_1272769_1-1116	371	Not GPI-Anchored	-	0.994	*
megahit_1243905_3-2471	822	Not GPI-Anchored	-	0.992	*
megahit_1245037_37-384	116	Not GPI-Anchored	-	0.730	*
megahit_1246128_1-732	244	Not GPI-Anchored	-	0.992	*
megahit_1246526_1-1053	350	Not GPI-Anchored	-	0.990	*
megahit_1249489_1419-2168	250	Not GPI-Anchored	-	0.994	*
megahit_1249503_20-703	227	Not GPI-Anchored	-	0.987	*
megahit_1249988_473-1783	436	Not GPI-Anchored	-	0.988	*
megahit_1251602_594-1157	187	Not GPI-Anchored	-	0.992	*
megahit_1256788_329-721	131	Not GPI-Anchored	-	0.994	*
megahit_1260859_2-607	202	Not GPI-Anchored	-	0.906	*
megahit_1262663_3-500	166	Not GPI-Anchored	-	0.987	*
megahit_1268073_2-448	149	Not GPI-Anchored	-	0.989	*
megahit_1268134_556-1740	394	Not GPI-Anchored	-	0.990	*
megahit_1268543_3-593	197	Not GPI-Anchored	-	0.989	*
megahit_1268761_2-685	227	Not GPI-Anchored	-	0.994	*
megahit_1269127_24-965	313	Not GPI-Anchored	-	0.989	*
megahit_1269799_19-777	252	Not GPI-Anchored	-	0.992	*
megahit_1270364_1-321	107	Not GPI-Anchored	-	0.996	*
megahit_1271821_319-1827	502	Not GPI-Anchored	-	0.996	*
megahit_1301058_1447-2601	384	Not GPI-Anchored	-	0.991	*
megahit_1301648_329-961	210	Not GPI-Anchored	-	0.994	*
megahit_1301649_886-1518	210	Not GPI-Anchored	-	0.994	*
megahit_1334286_1-759	253	Not GPI-Anchored	-	0.994	*
megahit_1340065_14-1330	438	Not GPI-Anchored	-	0.994	*
megahit_1340065_1362-2516	385	Not GPI-Anchored	-	0.990	*
megahit_1340085_3-2324	773	Not GPI-Anchored	-	0.993	*
megahit_1341215_1135-1563	142	Not GPI-Anchored	-	0.995	*
megahit_1342325_22-1533	503	Not GPI-Anchored	-	0.994	*
megahit_1343978_168-1145	325	Not GPI-Anchored	-	0.993	*
megahit_1344480_1-861	287	Not GPI-Anchored	-	0.977	*
megahit_1344668_2-547	181	Not GPI-Anchored	-	0.988	*
megahit_1345562_1-702	233	Not GPI-Anchored	-	0.992	*
megahit_1347633_1-1989	662	Not GPI-Anchored	-	0.996	*
megahit_1349372_623-2056	478	Not GPI-Anchored	-	0.996	*
megahit_1349871_1121-2665	514	Not GPI-Anchored	-	0.994	*
megahit_1351003_2-598	199	Not GPI-Anchored	-	0.990	*
megahit_1351738_403-1389	328	Not GPI-Anchored	-	0.990	*
megahit_1352540_691-1218	176	Not GPI-Anchored	-	0.992	*
megahit_1354576_3-1076	357	Not GPI-Anchored	-	0.991	*
megahit_1355773_26-490	154	Not GPI-Anchored	-	0.991	*
megahit_1357707_27-764	245	Not GPI-Anchored	-	0.451	*
megahit_1358139_205-1575	456	Not GPI-Anchored	-	0.995	*
megahit_1338033_3-653	217	Not GPI-Anchored	-	0.992	*
megahit_1331665_1-1359	453	Not GPI-Anchored	-	0.971	*
megahit_1304765_257-1495	412	Not GPI-Anchored	-	0.981	*
megahit_1330577_81-1991	636	Not GPI-Anchored	-	0.995	*
megahit_1306036_3-722	240	Not GPI-Anchored	-	0.994	*
megahit_1308467_2-1729	575	Not GPI-Anchored	-	0.994	*
megahit_1309841_63-1508	481	Not GPI-Anchored	-	0.993	*
megahit_1310092_404-11269	3621	Not GPI-Anchored	-	0.990	*
megahit_1310338_3-647	215	Not GPI-Anchored	-	0.328	*
megahit_1312145_2-862	287	Not GPI-Anchored	-	0.991	*
megahit_1313401_162-731	190	Not GPI-Anchored	-	0.966	*
megahit_1318355_3-668	221	Not GPI-Anchored	-	0.993	*
megahit_1318797_27-503	158	Not GPI-Anchored	-	0.746	*
megahit_1319635_16-1026	336	Not GPI-Anchored	-	0.992	*
megahit_1322311_693-1073	127	Not GPI-Anchored	-	0.988	*
megahit_1322382_2-454	151	Not GPI-Anchored	-	0.990	*
megahit_1323667_1-660	220	Not GPI-Anchored	-	0.988	*
megahit_1323879_161-1009	283	Not GPI-Anchored	-	0.994	*
megahit_1324786_3-743	247	GPI-Anchored	223	0.699	N
megahit_1326355_423-1154	244	Not GPI-Anchored	-	0.994	*
megahit_1327362_70-2022	650	Not GPI-Anchored	-	0.960	*
megahit_1327718_517-2733	738	Not GPI-Anchored	-	0.993	*
megahit_1330424_128-2248	706	Not GPI-Anchored	-	0.991	*
megahit_1243904_3-1835	610	Not GPI-Anchored	-	0.995	*
megahit_1243903_3-1466	487	Not GPI-Anchored	-	0.994	*
megahit_1242197_200-997	265	Not GPI-Anchored	-	0.994	*
megahit_1146670_254-832	192	Not GPI-Anchored	-	0.990	*
megahit_1147693_1-693	231	Not GPI-Anchored	-	0.996	*
megahit_1148846_3-800	266	Not GPI-Anchored	-	0.994	*
megahit_1149553_3-656	218	Not GPI-Anchored	-	0.995	*
megahit_1153234_197-538	114	Not GPI-Anchored	-	0.990	*
megahit_1154079_217-957	246	Not GPI-Anchored	-	0.989	*
megahit_1157924_413-1300	295	Not GPI-Anchored	-	0.591	*
megahit_1158917_1-708	236	Not GPI-Anchored	-	0.996	*
megahit_1159842_612-1640	342	Not GPI-Anchored	-	0.995	*
megahit_1161141_3-1466	488	Not GPI-Anchored	-	0.994	*
megahit_1161756_420-1523	367	Not GPI-Anchored	-	0.994	*
megahit_1162004_187-756	189	Not GPI-Anchored	-	0.992	*
megahit_1162184_2-544	181	Not GPI-Anchored	-	0.995	*
megahit_1165065_1-444	147	Not GPI-Anchored	-	0.993	*
megahit_1166029_268-1215	316	Not GPI-Anchored	-	0.993	*
megahit_1171135_2-529	176	Not GPI-Anchored	-	0.994	*
megahit_1177522_128-577	150	Not GPI-Anchored	-	0.225	*
megahit_1178884_3-590	196	Not GPI-Anchored	-	0.757	*
megahit_1179070_1-615	205	Not GPI-Anchored	-	0.994	*
megahit_1180404_75-644	190	Not GPI-Anchored	-	0.994	*
megahit_1147170_2-976	325	Not GPI-Anchored	-	0.633	*
megahit_1146598_1-768	256	Not GPI-Anchored	-	0.995	*
megahit_1184794_23-517	164	Not GPI-Anchored	-	0.995	*
megahit_1143767_3-737	245	Not GPI-Anchored	-	0.993	*
megahit_1114127_1433-2731	433	Not GPI-Anchored	-	0.990	*
megahit_1115230_3-752	249	Not GPI-Anchored	-	0.993	*
megahit_1116642_38-652	204	Not GPI-Anchored	-	0.993	*
megahit_1119266_106-885	260	Not GPI-Anchored	-	0.995	*
megahit_1120625_8-1156	382	Not GPI-Anchored	-	0.974	*
megahit_1122764_219-1046	275	Not GPI-Anchored	-	0.982	*
megahit_1122777_3-1469	489	Not GPI-Anchored	-	0.788	*
megahit_1122901_2-1552	517	Not GPI-Anchored	-	0.994	*
megahit_1124289_112-534	140	Not GPI-Anchored	-	0.944	*
megahit_1124454_3-3479	1159	GPI-Anchored	1138	0.374	S
megahit_1129036_2-1069	356	Not GPI-Anchored	-	0.990	*
megahit_1129824_1-636	212	Not GPI-Anchored	-	0.988	*
megahit_1131563_63-602	180	Not GPI-Anchored	-	0.983	*
megahit_1132899_24-461	145	Not GPI-Anchored	-	0.995	*
megahit_1134367_3-635	211	Not GPI-Anchored	-	0.977	*
megahit_1138118_1-360	120	Not GPI-Anchored	-	0.973	*
megahit_1138852_30-569	179	Not GPI-Anchored	-	0.995	*
megahit_1138987_92-1000	302	Not GPI-Anchored	-	0.988	*
megahit_1139867_296-853	186	Not GPI-Anchored	-	0.991	*
megahit_1181168_2-751	250	Not GPI-Anchored	-	0.994	*
megahit_1185151_2-583	194	Not GPI-Anchored	-	0.995	*
megahit_1241675_3-1340	446	Not GPI-Anchored	-	0.993	*
megahit_1225121_2026-2601	191	Not GPI-Anchored	-	0.994	*
megahit_1225462_3-1127	375	Not GPI-Anchored	-	0.991	*
megahit_1225522_2-1060	353	Not GPI-Anchored	-	0.996	*
megahit_1225523_2-3202	1066	Not GPI-Anchored	-	0.993	*
megahit_1226247_1395-1877	160	Not GPI-Anchored	-	0.995	*
megahit_1227302_1-669	223	Not GPI-Anchored	-	0.994	*
megahit_1228467_159-542	127	Not GPI-Anchored	-	0.995	*
megahit_1229867_31-459	142	Not GPI-Anchored	-	0.994	*
megahit_1231900_1-474	158	Not GPI-Anchored	-	0.985	*
megahit_1231900_516-2051	511	Not GPI-Anchored	-	0.995	*
megahit_1232216_237-1673	478	Not GPI-Anchored	-	0.996	*
megahit_1232718_105-608	168	Not GPI-Anchored	-	0.986	*
megahit_1235533_648-1064	138	Not GPI-Anchored	-	0.992	*
megahit_1236496_3-1430	475	Not GPI-Anchored	-	0.995	*
megahit_1236892_707-2104	465	Not GPI-Anchored	-	0.962	*
megahit_1239882_2-550	183	Not GPI-Anchored	-	0.996	*
megahit_1240416_355-1149	264	Not GPI-Anchored	-	0.979	*
megahit_1240876_45-2216	723	Not GPI-Anchored	-	0.974	*
megahit_1240877_45-1529	494	Not GPI-Anchored	-	0.990	*
megahit_1241578_12-479	155	Not GPI-Anchored	-	0.975	*
megahit_1225123_142-717	191	Not GPI-Anchored	-	0.994	*
megahit_1223917_113-1243	376	Not GPI-Anchored	-	0.994	*
megahit_1186288_2-1015	338	Not GPI-Anchored	-	0.988	*
megahit_1222074_656-1393	245	Not GPI-Anchored	-	0.985	*
megahit_1197540_1-1281	427	Not GPI-Anchored	-	0.991	*
megahit_1198628_2173-3252	359	Not GPI-Anchored	-	0.994	*
megahit_1199794_3-338	112	Not GPI-Anchored	-	0.992	*
megahit_1201297_1-1056	351	Not GPI-Anchored	-	0.993	*
megahit_1202380_106-900	264	Not GPI-Anchored	-	0.994	*
megahit_1202380_900-1487	195	Not GPI-Anchored	-	0.996	*
megahit_1204063_137-1474	445	Not GPI-Anchored	-	0.995	*
megahit_1205100_1-717	239	Not GPI-Anchored	-	0.995	*
megahit_1205710_1-1518	506	Not GPI-Anchored	-	0.989	*
megahit_1209715_117-1145	342	Not GPI-Anchored	-	0.994	*
megahit_1209715_1186-2241	351	Not GPI-Anchored	-	0.994	*
megahit_1210592_2-1072	357	Not GPI-Anchored	-	0.992	*
megahit_1213618_74-901	275	Not GPI-Anchored	-	0.993	*
megahit_1217256_835-2292	485	Not GPI-Anchored	-	0.991	*
megahit_1219109_2-895	297	Not GPI-Anchored	-	0.993	*
megahit_1219110_2-697	231	Not GPI-Anchored	-	0.995	*
megahit_1220273_2-577	192	Not GPI-Anchored	-	0.984	*
megahit_1220536_1427-2335	303	Not GPI-Anchored	-	0.989	*
megahit_1222074_231-590	119	Not GPI-Anchored	-	0.987	*
megahit_511583_1-1110	369	Not GPI-Anchored	-	0.994	*
megahit_509126_1-837	279	Not GPI-Anchored	-	0.315	*
megahit_221315_120-548	142	Not GPI-Anchored	-	0.992	*
megahit_231222_1-696	231	Not GPI-Anchored	-	0.991	*
megahit_229863_837-1343	168	Not GPI-Anchored	-	0.994	*
megahit_229864_837-1343	168	Not GPI-Anchored	-	0.994	*
megahit_230395_1190-1882	230	Not GPI-Anchored	-	0.994	*
megahit_230560_29-544	172	Not GPI-Anchored	-	0.994	*
megahit_230601_58-855	265	Not GPI-Anchored	-	0.994	*
megahit_230985_56-1288	410	Not GPI-Anchored	-	0.994	*
megahit_231147_3-698	232	Not GPI-Anchored	-	0.992	*
megahit_231195_2-751	250	Not GPI-Anchored	-	0.993	*
megahit_231220_1-522	174	Not GPI-Anchored	-	0.992	*
megahit_231312_1169-2488	439	Not GPI-Anchored	-	0.989	*
megahit_228967_31-630	200	Not GPI-Anchored	-	0.992	*
megahit_231312_2498-3490	330	Not GPI-Anchored	-	0.996	*
megahit_231313_2498-3490	330	Not GPI-Anchored	-	0.996	*
megahit_231314_96-1415	439	Not GPI-Anchored	-	0.989	*
megahit_231989_3896-4291	131	Not GPI-Anchored	-	0.994	*
megahit_231989_4354-5628	424	Not GPI-Anchored	-	0.995	*
megahit_231993_2938-3333	131	Not GPI-Anchored	-	0.994	*
megahit_231993_3396-4670	424	Not GPI-Anchored	-	0.995	*
megahit_232389_1662-2600	312	Not GPI-Anchored	-	0.993	*
megahit_232390_286-1641	451	Not GPI-Anchored	-	0.981	*
megahit_229727_1147-1989	280	Not GPI-Anchored	-	0.993	*
megahit_229726_1147-1989	280	Not GPI-Anchored	-	0.993	*
megahit_229724_30-602	190	Not GPI-Anchored	-	0.994	*
megahit_229722_30-587	185	Not GPI-Anchored	-	0.993	*
megahit_229087_1690-2661	323	Not GPI-Anchored	-	0.996	*
megahit_229087_2684-3847	387	Not GPI-Anchored	-	0.995	*
megahit_229087_4191-4628	145	Not GPI-Anchored	-	0.995	*
megahit_229180_2-1768	589	Not GPI-Anchored	-	0.985	*
megahit_229183_1-411	137	Not GPI-Anchored	-	0.995	*
megahit_229255_444-1274	276	Not GPI-Anchored	-	0.993	*
megahit_229412_35-1111	358	Not GPI-Anchored	-	0.994	*
megahit_229413_38-1114	358	Not GPI-Anchored	-	0.987	*
megahit_229414_38-1114	358	Not GPI-Anchored	-	0.987	*
megahit_229415_35-1096	353	Not GPI-Anchored	-	0.994	*
megahit_229416_38-1099	353	Not GPI-Anchored	-	0.987	*
megahit_229417_2-955	317	Not GPI-Anchored	-	0.994	*
megahit_229417_984-2708	574	Not GPI-Anchored	-	0.980	*
megahit_229525_142-528	128	Not GPI-Anchored	-	0.928	*
megahit_229608_2651-4723	690	Not GPI-Anchored	-	0.995	*
megahit_229669_163-597	144	Not GPI-Anchored	-	0.994	*
megahit_229669_643-1212	189	Not GPI-Anchored	-	0.993	*
megahit_229673_163-597	144	Not GPI-Anchored	-	0.994	*
megahit_229674_643-1212	189	Not GPI-Anchored	-	0.993	*
megahit_232390_1919-2857	312	Not GPI-Anchored	-	0.993	*
megahit_232391_1662-2600	312	Not GPI-Anchored	-	0.993	*
megahit_232548_240-803	187	Not GPI-Anchored	-	0.994	*
megahit_236758_1-516	172	Not GPI-Anchored	-	0.994	*
megahit_236851_1129-1932	267	Not GPI-Anchored	-	0.978	*
megahit_236852_1129-1932	267	Not GPI-Anchored	-	0.978	*
megahit_236853_1129-1932	267	Not GPI-Anchored	-	0.978	*
megahit_237012_21-602	193	Not GPI-Anchored	-	0.938	*
megahit_237424_52-816	254	Not GPI-Anchored	-	0.981	*
megahit_237425_52-816	254	Not GPI-Anchored	-	0.981	*
megahit_237530_326-1462	378	Not GPI-Anchored	-	0.996	*
megahit_237568_2628-3104	158	Not GPI-Anchored	-	0.938	*
megahit_238131_92-1096	335	Not GPI-Anchored	-	0.522	*
megahit_238141_106-858	250	Not GPI-Anchored	-	0.995	*
megahit_238142_2-940	313	Not GPI-Anchored	-	0.996	*
megahit_238870_3-542	180	Not GPI-Anchored	-	0.993	*
megahit_239190_411-1277	288	Not GPI-Anchored	-	0.995	*
megahit_239355_2747-4621	624	Not GPI-Anchored	-	0.995	*
megahit_239356_49-1923	624	Not GPI-Anchored	-	0.995	*
megahit_239358_52-558	168	Not GPI-Anchored	-	0.988	*
megahit_239545_25-567	180	Not GPI-Anchored	-	0.988	*
megahit_239944_2014-6159	1381	Not GPI-Anchored	-	0.995	*
megahit_240037_896-1753	285	Not GPI-Anchored	-	0.994	*
megahit_236759_2-514	171	Not GPI-Anchored	-	0.993	*
megahit_236640_384-1133	250	Not GPI-Anchored	-	0.994	*
megahit_232549_240-803	187	Not GPI-Anchored	-	0.994	*
megahit_236456_152-1192	347	Not GPI-Anchored	-	0.992	*
megahit_232600_1261-2646	461	Not GPI-Anchored	-	0.993	*
megahit_233118_75-3041	988	Not GPI-Anchored	-	0.993	*
megahit_233177_3-773	257	Not GPI-Anchored	-	0.995	*
megahit_234682_1-1458	486	Not GPI-Anchored	-	0.981	*
megahit_234709_505-5652	1716	Not GPI-Anchored	-	0.987	*
megahit_234711_505-5043	1513	Not GPI-Anchored	-	0.984	*
megahit_234757_2-1351	450	Not GPI-Anchored	-	0.994	*
megahit_234757_1614-2093	159	Not GPI-Anchored	-	0.994	*
megahit_234961_31-828	265	Not GPI-Anchored	-	0.995	*
megahit_235125_628-2280	550	Not GPI-Anchored	-	0.528	*
megahit_235126_3005-4657	550	Not GPI-Anchored	-	0.528	*
megahit_235353_6440-6850	136	Not GPI-Anchored	-	0.985	*
megahit_235354_6440-6817	125	Not GPI-Anchored	-	0.985	*
megahit_235369_2261-3211	316	Not GPI-Anchored	-	0.993	*
megahit_235608_525-1028	167	Not GPI-Anchored	-	0.983	*
megahit_235658_1-648	215	Not GPI-Anchored	-	0.992	*
megahit_236082_2-901	299	Not GPI-Anchored	-	0.994	*
megahit_236110_3-2495	831	Not GPI-Anchored	-	0.989	*
megahit_236111_3-2162	720	Not GPI-Anchored	-	0.989	*
megahit_229086_2684-3847	387	Not GPI-Anchored	-	0.995	*
megahit_228696_3-434	143	Not GPI-Anchored	-	0.992	*
megahit_508267_1-1338	446	Not GPI-Anchored	-	0.994	*
megahit_225337_1480-1932	150	Not GPI-Anchored	-	0.992	*
megahit_223707_149-799	217	Not GPI-Anchored	-	0.856	*
megahit_223771_36-1475	479	Not GPI-Anchored	-	0.994	*
megahit_223813_596-1939	447	Not GPI-Anchored	-	0.995	*
megahit_224440_17-1246	409	Not GPI-Anchored	-	0.994	*
megahit_224448_676-987	104	Not GPI-Anchored	-	0.977	*
megahit_224753_1-1167	389	Not GPI-Anchored	-	0.991	*
megahit_224754_1-2346	782	Not GPI-Anchored	-	0.992	*
megahit_224896_22-1101	359	Not GPI-Anchored	-	0.996	*
megahit_225335_2331-2783	150	Not GPI-Anchored	-	0.992	*
megahit_225510_3-1379	459	Not GPI-Anchored	-	0.994	*
megahit_228665_45-977	310	Not GPI-Anchored	-	0.933	*
megahit_225773_343-972	209	Not GPI-Anchored	-	0.966	*
megahit_226146_48-698	216	GPI-Anchored	184	0.313	N
megahit_226257_2111-3214	367	Not GPI-Anchored	-	0.993	*
megahit_226457_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_226458_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_226460_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_226461_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_226462_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_226463_33-842	269	Not GPI-Anchored	-	0.983	*
megahit_223705_191-841	217	Not GPI-Anchored	-	0.856	*
megahit_223666_38-388	117	Not GPI-Anchored	-	0.993	*
megahit_223438_2338-3096	253	Not GPI-Anchored	-	0.980	*
megahit_223369_2-649	216	Not GPI-Anchored	-	0.993	*
megahit_221403_678-1229	184	Not GPI-Anchored	-	0.995	*
megahit_221441_349-1359	336	Not GPI-Anchored	-	0.995	*
megahit_221643_57-497	146	Not GPI-Anchored	-	0.995	*
megahit_221643_1707-2210	168	Not GPI-Anchored	-	0.993	*
megahit_221751_913-1968	351	Not GPI-Anchored	-	0.986	*
megahit_221970_2-1381	460	Not GPI-Anchored	-	0.994	*
megahit_222668_1321-1806	161	Not GPI-Anchored	-	0.992	*
megahit_222724_1689-3197	502	Not GPI-Anchored	-	0.991	*
megahit_222777_1-1683	561	Not GPI-Anchored	-	0.992	*
megahit_222806_245-2107	620	Not GPI-Anchored	-	0.990	*
megahit_222856_201-2288	695	Not GPI-Anchored	-	0.996	*
megahit_222857_1509-3596	695	Not GPI-Anchored	-	0.996	*
megahit_223101_2579-3760	393	Not GPI-Anchored	-	0.992	*
megahit_223101_3795-4199	134	Not GPI-Anchored	-	0.984	*
megahit_223155_55-948	297	Not GPI-Anchored	-	0.995	*
megahit_223159_55-948	297	Not GPI-Anchored	-	0.995	*
megahit_223366_216-1001	261	Not GPI-Anchored	-	0.994	*
megahit_223367_53-850	265	Not GPI-Anchored	-	0.994	*
megahit_223368_174-959	261	Not GPI-Anchored	-	0.994	*
megahit_226608_145-1734	530	Not GPI-Anchored	-	0.977	*
megahit_226609_145-1101	319	Not GPI-Anchored	-	0.986	*
megahit_226610_145-1734	530	Not GPI-Anchored	-	0.977	*
megahit_227878_2469-3917	482	Not GPI-Anchored	-	0.995	*
megahit_227879_2271-3719	482	Not GPI-Anchored	-	0.995	*
megahit_227880_1345-1971	208	Not GPI-Anchored	-	0.994	*
megahit_227880_1973-3421	482	Not GPI-Anchored	-	0.995	*
megahit_227951_34-1413	459	Not GPI-Anchored	-	0.991	*
megahit_227951_5677-6444	256	Not GPI-Anchored	-	0.996	*
megahit_227953_34-1413	459	Not GPI-Anchored	-	0.991	*
megahit_228006_3-458	152	Not GPI-Anchored	-	0.990	*
megahit_228112_1-1488	495	Not GPI-Anchored	-	0.995	*
